nct_id,title,status,phase,start_date,completion_date,enrollment,sponsor_name,sponsor_type,outcome,primary_drug,all_drugs,intervention_type,disease,collection_date
NCT06044337,A Long-Term Extension Study to Learn More About the Safety of Litifilimab (BIIB059) Injections and Whether They Can Improve Symptoms of Adult Participants Who Have Active Cutaneous Lupus Erythematosus,ENROLLING_BY_INVITATION,Phase 3,2023-10-03,2029-12-11,322,Biogen,INDUSTRY,Ongoing,BIIB059 (litifilimab),BIIB059 (litifilimab),DRUG,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT03458156,Umbilical Cord Mesenchymal Stem Cell Transplantation for Lupus Nephritis,UNKNOWN,NA,2017-01,2020-01,30,The First Affiliated Hospital of Dalian Medical University,OTHER,Unknown,,,BIOLOGICAL,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT04256577,Serum Ceramides Level in Systemic Lupus Erythematosus (SLE) Patients as a Novel Marker for Renal Impairment,UNKNOWN,,2020-02,2021-06,90,Assiut University,OTHER,Unknown,,,DIAGNOSTIC_TEST,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT02041091,A Study of Tabalumab (LY2127399) Using Two Different Injection Methods in Participants With Lupus,TERMINATED,Phase 3,2014-01,2015-11,226,Eli Lilly and Company,INDUSTRY,Failure,Tabalumab Auto-Injector,Tabalumab Auto-Injector; Tabalumab Prefilled Syringe,DRUG,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT00278590,Allogeneic Stem Cell Transplantation in Systemic Lupus Erythematosus,WITHDRAWN,Phase 1,2004-07,2015-07,0,Northwestern University,OTHER,Failure,,,BIOLOGICAL,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT06980597,A Study of OL-108 in Relapsed/Refractory Autoimmune Diseases,RECRUITING,Phase 1,2025-06,2028-12,44,Beijing GoBroad Hospital,OTHER,Ongoing,,,BIOLOGICAL,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT06971913,Efficacy and Safety of Low-dose IL-2 in SLE Patients With CMV Viremia,NOT_YET_RECRUITING,Phase 2,2025-05-20,2025-12-30,100,Peking University People's Hospital,OTHER,Ongoing,Interleukin-2 (IL-2),Interleukin-2 (IL-2); Ganciclovir (GCV),DRUG,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT03054259,Rituximab Objective Outcome Measures Trial in SLE,UNKNOWN,Phase 2,2017-09-21,2020-02,30,University of Leeds,OTHER,Unknown,Rituximab,Rituximab; Methylprednisolone; Normal Saline,DRUG,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT07000110,Anifrolumab Malignancy and Serious Infections Study,RECRUITING,,2026-01-26,2031-11-30,3195,AstraZeneca,INDUSTRY,Ongoing,Anifrolumab,Anifrolumab,DRUG,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT05063513,Autologous Stem Cell Transplantation: International Lupus Trial,WITHDRAWN,Phase 2; Phase 3,2009-07,2017-07,0,European Society for Blood and Marrow Transplantation,NETWORK,Failure,Rituximab,Rituximab,BIOLOGICAL,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT06004960,"A Study to Assess the Mass Balance Recovery (Absorption, Distribution, Metabolism and Excretion) of [14C]CCX168 in Healthy Participants",COMPLETED,Phase 1,2014-10-20,2014-12-05,6,Amgen,INDUSTRY,Success,[14C]CCX168,[14C]CCX168,DRUG,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT03791827,Multicenter Registry of Pediatric Lupus Nephritis in China,UNKNOWN,,2018-12-01,2024-11-30,1200,Xiqiang Dang,OTHER,Unknown,Corticosteroid,Corticosteroid; Hydroxychloroquine; Cyclophosphamide,DRUG,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT00282347,A Study to Evaluate the Efficacy and Safety of Rituximab in Subjects With International Society of Nephrology/Renal Pathology Society (ISN/RPS) 2003 Class III or IV Lupus Nephritis,COMPLETED,Phase 3,2006-01,2013-01,144,"Genentech, Inc.",INDUSTRY,Success,Rituximab,Rituximab; Placebo; Mycophenolate mofetil,DRUG,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT05938725,"KYSA-1: A Study of Anti-CD19 Chimeric Antigen Receptor T-Cell (CD19 CAR T) Therapy, in Subjects With Refractory Lupus Nephritis",ACTIVE_NOT_RECRUITING,Phase 1; Phase 2,2023-04-28,2027-08,6,Kyverna Therapeutics,INDUSTRY,Success,Standard lymphodepletion regimen,Standard lymphodepletion regimen,BIOLOGICAL,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT03845517,A DOSE-RANGING STUDY TO EVALUATE EFFICACY AND SAFETY OF PF-06700841 IN SYSTEMIC LUPUS ERYTHEMATOSUS (SLE),COMPLETED,Phase 2,2019-04-18,2023-10-05,350,Pfizer,INDUSTRY,Success,Placebo,Placebo; PF-06700841 15 mg; PF-06700841 30 mg,DRUG,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT05236491,COvid-19 Vaccine Booster in Immunocompromised Rheumatic Diseases,UNKNOWN,Phase 2; Phase 3,2022-03-09,2023-12,287,Paul R Fortin,OTHER,Unknown,,,BIOLOGICAL,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT00302549,To Compare the Efficacy and Safety of FK506 vs IVC in the Treatment of Class III-IV LN,COMPLETED,NA,2004-05,2006-02,61,Nanjing University School of Medicine,OTHER,Success,FK506,FK506,DRUG,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT06411249,A Study Describing the Efficacy and Safety of Belimumab Administered in Adult Participants With Early Systemic Lupus Erythematosus (SLE),RECRUITING,Phase 4,2024-06-06,2029-05-29,350,GlaxoSmithKline,INDUSTRY,Ongoing,Belimumab (GSK1550188),Belimumab (GSK1550188),DRUG,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT07174843,An Exploratory Study of CD19/CD22/BCMA CAR-T Cells (BZE2204) in Subjects With Relapsed or Refractory Autoimmune Diseases,RECRUITING,EARLY_PHASE1,2025-09,2027-12,20,"Shanghai Cell Therapy Group Co.,Ltd",INDUSTRY,Ongoing,,,BIOLOGICAL,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT03949426,"Safety, Tolerability and Pharmacokinetics of KPG-818 in Healthy Subjects",COMPLETED,Phase 1,2019-05-01,2019-09-29,40,"Kangpu Biopharmaceuticals, Ltd.",INDUSTRY,Success,KPG-818,KPG-818,DRUG,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT00001789,BG9588 (Anti-CD40L Antibody) to Treat Lupus Nephritis,COMPLETED,Phase 2,1999-06,2000-05,20,National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS),NIH,Success,BG9588,BG9588,DRUG,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT06297408,Relma-cel for Moderate to Severe Active Systemic Lupus Erythematosus,NOT_YET_RECRUITING,Phase 1,2024-03,2026-05,24,"Shanghai Ming Ju Biotechnology Co., Ltd.",INDUSTRY,Ongoing,Relma-cel,Relma-cel,DRUG,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT03042260,Prophylactic Trimethoprim/Sulfamethoxazole to Prevent Severe Infections in Patients With Lupus Erythematous,UNKNOWN,Phase 4,2017-03-01,2021-08,310,Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran,OTHER,Unknown,Trimethoprim-Sulfamethoxazole,Trimethoprim-Sulfamethoxazole; Placebo Oral Tablet,DRUG,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT04517240,A Study on Protein Losing Enteropathy In Systemic Lupus Erythematosus,UNKNOWN,,2020-10-01,2022-12-01,50,Assiut University,OTHER,Unknown,,,OTHER,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT04305418,Mindfulness- Based Intervention for Systemic Lupus Erythematosus (SLE) Patients,COMPLETED,NA,2017-01-23,2018-09-08,26,"Bar-Ilan University, Israel",OTHER,Success,,,OTHER,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT06144710,SG301-SC Injection Safety Study in Subjects With Systemic Lupus Erythematosus,ACTIVE_NOT_RECRUITING,Phase 1,2023-11-10,2026-10-24,48,"Hangzhou Sumgen Biotech Co., Ltd.",INDUSTRY,Success,SG301 SC Injection,SG301 SC Injection; SG301 SC Placebo,DRUG,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT06570798,A Phase 2 Master Protocol Assessing Inebilizumab and Blinatumomab in Autoimmune Diseases,RECRUITING,Phase 2,2025-07-16,2028-07-21,220,Amgen,INDUSTRY,Ongoing,Inebilizumab,Inebilizumab; Blinatumomab,DRUG,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT02633163,Phase 2 Trial of Mesenchymal Stem Cells in Systemic Lupus Erythematosus (MiSLE),COMPLETED,Phase 2,2018-11-18,2026-02-03,81,Medical University of South Carolina,OTHER,Success,Low Dose Mesenchymal Stem Cells (MSCs),Low Dose Mesenchymal Stem Cells (MSCs); High Dose Mesenchymal Stem Cells (MSCs); Placebo Infusion,DRUG,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT01085084,A Study of Laquinimod in Participants With Systemic Lupus Erythematosus (SLE) Active Lupus Arthritis,COMPLETED,Phase 2,2010-10-04,2012-11-12,82,"Teva Branded Pharmaceutical Products R&D, Inc.",INDUSTRY,Success,Laquinimod,Laquinimod; Placebo,DRUG,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT05017142,Swiss Pediatric Inflammatory Brain Disease Registry (Swiss-Ped-IBrainD),RECRUITING,,2020-04-14,2071-01-01,500,University of Bern,OTHER,Ongoing,,,,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT04486118,Centrally Acting ACE Inhibition in SLE,ACTIVE_NOT_RECRUITING,Phase 2,2021-10-01,2026-03-01,36,Northwell Health,OTHER,Success,Lisinopril Pills,Lisinopril Pills; Benazepril Pill,DRUG,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT04032496,Contemplation-Based Intervention and Health Outcomes RCT in Lupus Patients,UNKNOWN,NA,2020-01,2021-07,50,University of Toronto,OTHER,Unknown,,,BEHAVIORAL,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT06675422,JY231 Injection for the Treatment of Active Systemic Lupus Erythematosus (SLE),RECRUITING,Phase 1; Phase 2,2024-10-09,2026-12-31,20,920th Hospital of Joint Logistics Support Force of People's Liberation Army of China,OTHER,Ongoing,JY231 injection,JY231 injection,DRUG,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT07109986,UB-VV410 in Subjects With Active Refractory Systemic Lupus Erythematosus or Lupus Nephritis,RECRUITING,Phase 1,2025-10-27,2030-07-08,21,"Nanjing IASO Biotechnology Co., Ltd.",INDUSTRY,Ongoing,UB-VV410,UB-VV410,DRUG,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT06449794,Neuropsycatric Disorders Among Children With Systemic Lupus Erythematosus in Sohag University Hospital,RECRUITING,,2024-06-01,2025-06-01,50,Sohag University,OTHER,Ongoing,,,DIAGNOSTIC_TEST,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT00470522,Study of Methotrexate in Lupus Erythematosus,COMPLETED,Phase 3,1995-06,2001-12,86,"University Health Network, Toronto",OTHER,Success,Methotrexate and folic acid,Methotrexate and folic acid,DRUG,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT04345159,Association Between Long-term Hydroxychloroquine Treatment and Outcome of a History of Symptoms Suggestive of COVID-19 Infection During the Epidemic Period in France in Patients With Autoimmune Disease,COMPLETED,,2020-04-17,2020-11-30,572,Fondation Ophtalmologique Adolphe de Rothschild,NETWORK,Success,,,OTHER,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT06647069,A Study to Evaluate the Safety and Activity of SAR448501/DR-0201 in Patients With Autoimmune Rheumatic Diseases,RECRUITING,Phase 1,2025-03-27,2029-06-25,62,Sanofi,INDUSTRY,Ongoing,SAR448501,SAR448501,DRUG,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT03001973,High Quality Evidence of Chinese Lupus Nephritis (HELP),RECRUITING,,2013-11,2026-12,5000,Sun Yat-sen University,OTHER,Ongoing,,,OTHER,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT00987831,Biomarkers of Lupus Disease: Serial Biomarker Sampling in Patients With Active Systemic Lupus Erythematosus (SLE),COMPLETED,Phase 1; Phase 2,2009-05,2012-12,158,Oklahoma Medical Research Foundation,OTHER,Success,Group A SLE prospective study,Group A SLE prospective study,OTHER,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT03951259,Safety and Efficacy of SM934 Compared to Placebo in Adult Subjects With Active Systemic Lupus Erythematosus,COMPLETED,Phase 2,2019-07-24,2023-10-19,32,RenJi Hospital,OTHER,Success,SM934,SM934; Placebos,DRUG,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT01509989,International Prospective Study on Adherence to Treatment in Patients With Active Systemic Lupus Erythematosus,COMPLETED,,2013-01,2016-03,307,Assistance Publique - Hôpitaux de Paris,OTHER,Success,,,,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT03165682,"Fatigue, Depression, and Cortical Excitability in Systemic Lupus",UNKNOWN,,2018-12-01,2019-12-30,75,Assiut University,OTHER,Unknown,,,,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT06925542,A Safety and Efficacy Study Evaluating CTX112 in Adult Subjects With Refractory Autoimmune Disease,RECRUITING,Phase 1,2025-03-10,2031-12-31,80,CRISPR Therapeutics,INDUSTRY,Ongoing,,,BIOLOGICAL,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT06087523,Pulmonary Disease Among Patients With Systemic Lupus Erythematosus,UNKNOWN,,2023-08-15,2026-01-01,200,Odense University Hospital,OTHER,Unknown,,,OTHER,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT03027674,Topical 10 % Nifedipine Versus 5% Sildenafil in Secondary Raynaud,COMPLETED,EARLY_PHASE1,2016-08,2016-08,10,Pontificia Universidad Catolica de Chile,OTHER,Success,10% nifedipine cream,10% nifedipine cream; 5% sildenafil cream,DRUG,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT06977724,"A Study to Assess Adverse Events, How the Drug Moves Through the Body and Effectiveness of Intravenous Infusions of ABBV-319 in Adult Participants With Systemic Lupus Erythematosus (SLE) and Sjogren's Disease (SjD)",RECRUITING,Phase 1,2025-08-26,2029-03,36,AbbVie,INDUSTRY,Ongoing,ABBV-319,ABBV-319,DRUG,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT05247203,Telitacicept Study in Chinese Subjects With Systemic Lupus Erythematosus,COMPLETED,Phase 1,2022-05-11,2023-11-13,92,"RemeGen Co., Ltd.",INDUSTRY,Success,standard therapy,standard therapy,BIOLOGICAL,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT07000903,Occupational and Environmental Causes of Autoimmune Diseases,COMPLETED,NA,2022-05-10,2024-12-31,247,Université Catholique de Louvain,OTHER,Success,,,OTHER,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT07185269,The Purpose of This Study is to Evaluate the Efficacy and Safety of 626 in the Treatment of SLE,RECRUITING,Phase 1; Phase 2,2025-09-24,2028-11-04,198,"Sunshine Guojian Pharmaceutical (Shanghai) Co., Ltd.",INDUSTRY,Ongoing,626,626; 626; Placebo,DRUG,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT05440422,The Role of Anifrolumab in Improving Markers of Vascular Risk in Patients With Systemic Lupus Erythematosus (SLE) - IFN-CVD,RECRUITING,Phase 2,2023-12-07,2027-08-02,45,National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS),NIH,Ongoing,anifrolumab,anifrolumab,DRUG,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT01424033,A Clinical Trial for CTD-ILD Treatment,TERMINATED,Phase 2; Phase 3,2011-12,,5,University of Michigan,OTHER,Failure,N-Acetylcysteine,N-Acetylcysteine,DRUG,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT00423098,Efficacy and Safety of Enteric-coated Mycophenolate Sodium in Combination With Two Corticosteroid Regimens for the Treatment of Lupus Nephritis Flare,COMPLETED,Phase 2,2007-02,2009-11,81,Novartis Pharmaceuticals,INDUSTRY,Success,Mycophenolate sodium,Mycophenolate sodium; Prednisone; Methylprednisolone,DRUG,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT06713187,Interleukin23 in Systemic Lupus,RECRUITING,NA,2025-05-01,2026-06-01,90,Sohag University,OTHER,Ongoing,,,BIOLOGICAL,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT02653287,Lupus Intervention for Fatigue Trial,ACTIVE_NOT_RECRUITING,NA,2019-05-01,2027-12-31,200,Northwestern University,OTHER,Success,,,BEHAVIORAL,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT04558814,Evaluation of Serum Galectin-9 Level in Systemic Lupus Erythematosus Patients and it's Association With Disease Activity and Organ Damage,UNKNOWN,NA,2021-01,2022-12,100,Assiut University,OTHER,Unknown,,,DIAGNOSTIC_TEST,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT06383104,Myofascial Techniques and Proprioceptive Neuromuscular Facilitation in Patients With Systemic Lupus Erythematosus.,COMPLETED,NA,2024-04-22,2024-06-26,17,Universidad Católica San Antonio de Murcia,OTHER,Success,,,OTHER,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT04870333,PROphylaxis for paTiEnts at Risk of COVID-19 infecTion -V,COMPLETED,Phase 2; Phase 3,2021-02-19,2025-04-16,2240,Cambridge University Hospitals NHS Foundation Trust,OTHER,Success,Niclosamide,Niclosamide; Placebo; Ciclesonide,DRUG,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT04266860,Establishing Clinical Utility of a New Diagnostic Test for Rheumatology Patients,COMPLETED,NA,2012-03-01,2013-03-01,166,"Qure Healthcare, LLC",INDUSTRY,Success,,,OTHER,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT00000420,Safety of Estrogens in Lupus: Birth Control Pills,COMPLETED,Phase 3,1997-06,2003-08,350,NYU Langone Health,OTHER,Success,Ortho-Novum 777,Ortho-Novum 777,DRUG,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT06349343,CD19/BCMA CAR-T Cell Therapy for Refractory/Moderate-to-severe Systemic Lupus Erythematosus,RECRUITING,Phase 1,2025-02-10,2027-01,20,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",OTHER,Ongoing,,,BIOLOGICAL,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT01772069,Health-Related Quality of Life in Patients With Systemic Lupus Erythematosus:Focusing on Fibromyalgia,COMPLETED,,2013-01,2015-11,300,The Catholic University of Korea,OTHER,Success,,,,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT07598396,A Study to Evaluate Mosunetuzumab in Participants With Systemic Lupus Erythematosus With or Without Active Lupus Nephritis,RECRUITING,Phase 2,2026-05-29,2028-08-31,30,Hoffmann-La Roche,INDUSTRY,Ongoing,Mosunetuzumab,Mosunetuzumab,DRUG,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT00583362,A Continuation Trial for Subjects With Systemic Lupus Erythematosus That Have Completed Protocol LBSL02,COMPLETED,Phase 2,2005-05-04,2016-02-23,298,"Human Genome Sciences Inc., a GSK Company",INDUSTRY,Success,,,BIOLOGICAL,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT04397237,Prevalence and Seroconversion of COVID-19 in Autoimmune Diseases in Europe,UNKNOWN,,2020-06-10,2021-01,3100,Pitié-Salpêtrière Hospital,OTHER,Unknown,,,,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT04833465,Development of a Therapeutic Endpoint in Pediatric Rheumatologic Conditions,RECRUITING,,2021-07-16,2027-04,90,Children's National Research Institute,OTHER,Ongoing,,,OTHER,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT05659407,BAFF-var as a Biomarker of Response to B-depletive Treatment in Systemic Lupus Erythematosus and Rheumatoid Arthritis,UNKNOWN,,2020-07-24,2023-01-31,60,University of Cagliari,OTHER,Unknown,Belimumab in SLE patients / Rituximab in RA patients,Belimumab in SLE patients / Rituximab in RA patients,DRUG,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT00911521,Immunogenicity and Safety of a Quadrivalent Human Papillomavirus (HPV) Vaccine in Patients With SLE: a Controlled Study,COMPLETED,Phase 4,2009-10,2011-06,100,Tuen Mun Hospital,OTHER_GOV,Success,human papillomavirus vaccination (Gardasil),human papillomavirus vaccination (Gardasil),DRUG,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT00268567,Induction Treatment of Proliferative Lupus Nephritis With Leflunomide Combined With Prednisone,COMPLETED,Phase 2; Phase 3,2002-10,,,Peking University,OTHER,Success,leflunomide combined with prednisone,leflunomide combined with prednisone,DRUG,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
NCT02124798,"A Phase 2B Open-Label, Single-Arm, Repeat-Dose Study to Evaluate the Reliability of an Autoinjector",COMPLETED,Phase 2,2014-05-20,2015-04-13,95,GlaxoSmithKline,INDUSTRY,Success,,,DEVICE,systemic lupus erythematosus,2026-05-24T07:54:10.389936+00:00
